config_name,case_id,question,case_type,precision_at_k,recall_at_k,f1_at_k,reciprocal_rank,is_refusal,refusal_correct,faithfulness_proxy,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall,retrieval_latency_ms,generation_latency_ms,answer,error
config_local_bielik,test_008,Co to jest fotosynteza?,unanswerable,0.0000,1.0000,0.0000,0.0000,False,False,0.1250,,,,,117.93,11032.54,"Fotosynteza to proces, w którym rośliny i niektóre inne organizmy przekształcają energię słoneczną w chemiczną energię w postaci glukozy lub innych cukrów. Proces ten zachodzi w chloroplastach roślin,",
config_local_bielik,test_009,Jakie są główne składniki powietrza?,unanswerable,0.0000,1.0000,0.0000,0.0000,False,False,0.0000,,,,,105.72,15114.75,"Główne składniki powietrza to: 1. Azot (N2): około 78% objętości powietrza 2. Tlen (O2): około 21% objętości powietrza 3. Argon (Ar): około 0,93% objętości powietrza 4. Dwutlenek węgla (CO2): około 0,",
config_local_bielik,test_010,Jak kot używał narzędzia Tesseract do zostawiania wiadomości właścicielowi?,answerable,0.2500,1.0000,0.4000,1.0000,False,True,0.2500,0.0000,0.0000,0.0000,0.0000,107.12,6999.14,"Kot używał narzędzia Tesseract do przetwarzania zeskanowanych dokumentów i obrazów, takich jak paczki po kocim jedzeniu czy etykiety na puszkach tuńczyka, w celu rozpoznawania tekstu. Następnie, używa",
config_local_bielik,test_011,Co to jest kwantowa superpozycja?,unanswerable,0.0000,1.0000,0.0000,0.0000,False,False,0.0000,,,,,94.79,23185.10,"Kwantowa superpozycja odnosi się do zasady, że systemy kwantowe mogą znajdować się w wielu stanach jednocześnie. W mechanice kwantowej każda cząstka ma przypisane prawdopodobieństwo znalezienia się w ",
config_local_bielik,test_012,Jakie są zalety energii słonecznej?,unanswerable,0.0000,1.0000,0.0000,0.0000,False,False,0.0000,,,,,90.47,9046.09,"Zalety energii słonecznej: - Jest to forma odnawialna i ekologiczna, nie wymagająca zużycia paliw kopalnych. - Systemy solarne mogą znacznie obniżyć rachunki za energię elektryczną, zwłaszcza w gorący",
config_local_gemma2,test_001,Co to jest LLKMS,answerable,1.0000,1.0000,1.0000,1.0000,True,False,0.0000,,,,,942.79,9531.59,I cannot find this information in the provided documents.,
config_local_gemma2,test_002,Co to jest DeepSeek,answerable,1.0000,1.0000,1.0000,1.0000,False,True,0.3750,0.0000,0.0000,0.0000,0.0000,29.01,2407.00,DeepSeek-V3 is a large MoE language model with 671B total parameters and 37B activated parameters. It was trained on 14.8T tokens.,
config_local_gemma2,test_003,W co są wyposażone sale dla osób z niepełnosprawnością,answerable,0.2500,1.0000,0.4000,0.3333,False,True,0.0000,0.0000,0.0000,0.0000,0.0000,42.87,6034.63,Pracownie komputerowe są wyposażone w stanowiska dostosowane do potrzeb osób z niepełnosprawnością. Nasza biblioteka również posiada szereg sprzętów umożliwiających osobom z niepełnosprawnością korzys,
config_local_gemma2,test_004,Czy projekt Train Qualitier jest związany z pociągami?,answerable,0.5000,1.0000,0.6667,1.0000,False,True,0.0000,0.0000,0.0000,0.0000,0.0000,29.68,1741.06,"Yes, the project is related to trains.",
config_local_gemma2,test_005,Jaki jest najlepszy dżem do kanapki z masłem orzechowym?,answerable,0.2500,1.0000,0.4000,1.0000,False,True,0.1250,0.0000,0.0000,0.0000,0.0000,21.66,2311.34,najlepszym dżemem do kanapki z masłem orzechowym jest dżem z czarnej porzeczki,
config_local_gemma2,test_006,Jakie kluczowe wymogi pracy dyplomowej / projektowej ,answerable,0.0000,0.0000,0.0000,0.0000,False,True,0.0000,0.0000,0.0000,0.0000,0.0000,24.15,4753.97,"Wymogiem koniecznym jest zachowanie dbałości o naukowy charakter pracy, a w szczególności zachowanie dokładności faktów, definiowania pojęć w oparciu o źródła, zachowanie opisu materiałów z wyraźnym o",
config_local_gemma2,test_008,Co to jest fotosynteza?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,26.68,1620.18,I cannot find this information in the provided documents.,
config_local_gemma2,test_009,Jakie są główne składniki powietrza?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,25.02,1811.60,I cannot find this information in the provided documents.,
config_local_gemma2,test_010,Jak kot używał narzędzia Tesseract do zostawiania wiadomości właścicielowi?,answerable,0.0000,0.0000,0.0000,0.0000,True,False,0.0000,,,,,35.22,1600.77,I cannot find this information in the provided documents.,
config_local_gemma2,test_011,Co to jest kwantowa superpozycja?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,47.93,1691.76,I cannot find this information in the provided documents.,
config_local_gemma2,test_012,Jakie są zalety energii słonecznej?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,20.06,1766.42,I cannot find this information in the provided documents.,
config_local_llama3.2,test_001,Co to jest LLKMS,answerable,1.0000,1.0000,1.0000,1.0000,True,False,0.0000,,,,,48.93,7937.90,I cannot find this information in the provided documents.,
config_local_llama3.2,test_002,Co to jest DeepSeek,answerable,1.0000,1.0000,1.0000,1.0000,True,False,0.0000,,,,,6146.91,712.37,I cannot find this information in the provided documents.,
config_local_llama3.2,test_003,W co są wyposażone sale dla osób z niepełnosprawnością,answerable,0.2500,1.0000,0.4000,0.3333,False,True,0.0000,0.0000,0.0000,1.0000,0.0000,22.26,2100.50,"Sale dla osób z niepełnosprawnością są wyposażone w: pracownie komputerowe z dostosowaną klawiaturą i myszkami, biurka i stoły elektroniczne, lampy ze szkłem powiększającym, powiększalnik TOPAZ, czytn",
config_local_llama3.2,test_004,Czy projekt Train Qualitier jest związany z pociągami?,answerable,0.5000,1.0000,0.6667,1.0000,False,True,0.3750,0.0000,0.0000,1.0000,0.0000,31.25,1923.96,"Tak, jest to wzmianka w dokumentacji: ""System Train Qualitier powstał w odpowiedzi na potrzebę obiektywnego pomiaru i analizy jakości podróży kolejowych. Główne problemy, które system rozwiązuje: Cele",
config_local_llama3.2,test_005,Jaki jest najlepszy dżem do kanapki z masłem orzechowym?,answerable,0.2500,1.0000,0.4000,1.0000,False,True,0.1250,0.0000,0.0000,0.8333,0.0000,23.73,1096.41,najlepszym dżemem do kanapki z masłem orzechowym jest dżem z czarnej porzeczki.,
config_local_llama3.2,test_006,Jakie kluczowe wymogi pracy dyplomowej / projektowej ,answerable,0.0000,0.0000,0.0000,0.0000,False,True,0.0000,0.0000,0.0000,1.0000,0.0000,20.74,1403.32,"Wymogiem koniecznym jest zachowanie dbałości o naukowy charakter pracy, a w szczególności zachowanie dokładności faktów, definiowania pojęć w oparciu o źródła.",
config_local_llama3.2,test_008,Co to jest fotosynteza?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,49.41,820.02,I cannot find this information in the provided documents.,
config_local_llama3.2,test_009,Jakie są główne składniki powietrza?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,22.70,923.96,I cannot find this information in the provided documents.,
config_local_llama3.2,test_010,Jak kot używał narzędzia Tesseract do zostawiania wiadomości właścicielowi?,answerable,0.0000,0.0000,0.0000,0.0000,True,False,0.0000,,,,,24.28,902.59,I cannot find this information in the provided documents.,
config_local_llama3.2,test_011,Co to jest kwantowa superpozycja?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,30.47,945.71,I cannot find this information in the provided documents.,
config_local_llama3.2,test_012,Jakie są zalety energii słonecznej?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,24.58,1006.16,I cannot find this information in the provided documents.,
config_local_qwen2.5,test_001,Co to jest LLKMS,answerable,1.0000,1.0000,1.0000,1.0000,True,False,0.0000,,,,,17.71,8859.79,LLKMS is not explicitly defined in the provided documents. I cannot find this information in the provided documents.,
config_local_qwen2.5,test_002,Co to jest DeepSeek,answerable,1.0000,1.0000,1.0000,1.0000,False,True,0.3750,0.8333,0.0000,0.0000,0.0000,6125.68,9612.83,"DeepSeek-V3 is a large MoE language model with 671B total parameters and 37B activated parameters, trained on 14.8T tokens. It adopts MLA and DeepSeekMoE architectures for efficient inference and econ",
config_local_qwen2.5,test_003,W co są wyposażone sale dla osób z niepełnosprawnością,answerable,0.2500,1.0000,0.4000,0.3333,False,True,0.0000,0.0000,0.0000,0.3333,1.0000,6142.98,11197.53,"Sale dla osób z niepełnosprawnością są wyposażone w stanowiska komputerowe z dostosowaną klawiaturą i myszkami, dostosowane biurka i stoły elektroniczne, lampy ze szkłem powiększającym, powiększalnik ",
config_local_qwen2.5,test_004,Czy projekt Train Qualitier jest związany z pociągami?,answerable,0.5000,1.0000,0.6667,1.0000,False,True,0.5000,1.0000,0.0000,1.0000,1.0000,6181.95,4246.91,"Yes, the Projekt Systemu Train Qualitier - Dokumentacja mentions that the system is intended for monitoring the quality of train rides.",
config_local_qwen2.5,test_005,Jaki jest najlepszy dżem do kanapki z masłem orzechowym?,answerable,0.2500,1.0000,0.4000,1.0000,False,True,0.1250,1.0000,0.0000,1.0000,1.0000,25.49,1887.65,najlepszym dżemem do kanapki z masłem orzechowym jest dżem z czarnej porzeczki.,
config_local_qwen2.5,test_006,Jakie kluczowe wymogi pracy dyplomowej / projektowej ,answerable,0.0000,0.0000,0.0000,0.0000,True,False,0.0000,,,,,23.51,1422.54,I cannot find this information in the provided documents.,
config_local_qwen2.5,test_008,Co to jest fotosynteza?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,27.31,1273.38,I cannot find this information in the provided documents.,
config_local_qwen2.5,test_009,Jakie są główne składniki powietrza?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,26.24,1439.11,I cannot find this information in the provided documents.,
config_local_qwen2.5,test_010,Jak kot używał narzędzia Tesseract do zostawiania wiadomości właścicielowi?,answerable,0.0000,0.0000,0.0000,0.0000,True,False,0.0000,,,,,21.67,1277.53,I cannot find this information in the provided documents.,
config_local_qwen2.5,test_011,Co to jest kwantowa superpozycja?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,27.79,1457.08,I cannot find this information in the provided documents.,
config_local_qwen2.5,test_012,Jakie są zalety energii słonecznej?,unanswerable,0.0000,1.0000,0.0000,0.0000,True,True,0.0000,,,,,20.74,1445.14,I cannot find this information in the provided documents.,
